code_grade_NEG;libelle_grade_neg;code_nomenclature_net_neh;libelle_NET_NEH;libelle_NEG_rempl;libelle_NET_NEH_rempl;code_NETH_rempl;caracteristique
S12840;TECHNICIEN SUPERIEUR EN ORGANISATION;;;TECHNICIEN SUPERIEUR EN ORGANISATION;;;CLASSE 2 STATUT PARTICULIER PAR REF A LA LETTRE MINIST DU 14/03/1986
S12841;TECHNICIEN EN MAINTENANCE;;;TECHNICIEN EN MAINTENANCE;;;CLASSE 2 STATUT PARTICULIER PAR REF A LA LETTRE MINIST DU 14/03/86
S12842;CHEF D'EXPLOITATION;;;CHEF D'EXPLOITATION;;;CLASSE 3 STATUT PARTICULIER PAR REF A LA LETTRE MINIST DU 14/03/86
S12843;ANALYSTE;;;ANALYSTE;;;CLASSE 3 STATUT PARTICULIER PAR REF A LA LETTRE DU MINIST DU 14/03/86
S12844;INGENIEUR EN ORGANISATION;;;INGENIEUR EN ORGANISATION;;;CLASSE 3 STATUT PARTICULIER PAR REF A LA LETTRE MINISTERIELLE DU 14/03/86
S12845;PROGRAMMEUR SYSTEME;;;PROGRAMMEUR SYSTEME;;;CLASSE 3 STATUT PARTICULIER PAR REF A LA LETTRE MINIST DU 14/03/86
S12846;CHEF D'UN CENTRE INFORMATIQUE D'UN ETABLISSEMENT INFERIEUR A 1000 LITS;;;CHEF D'UN CENTRE INFORMATIQUE D'UN ETABLISSEMENT INFERIEUR A 1000 LITS;;;CLASSE 3 STATUT PARTICULIER PAR REF A LA LETTRE MINIST DU 14/03/86
S12847;CHEF DE PROJET;;;CHEF DE PROJET;;;CLASSE 4 STATUT PARTICULIER PAR REF A LA LETTRE MINIST DU 14/03/86
S12848;INGENIEUR SYSTEME;;;INGENIEUR SYSTEME;;;CLASSE 4 STATUT PARTICULIER PAR REF A LA LETTRE MINIST DU 14/03/86
S12849;CHEF DE CENTRE INFORMATIQUE D'UN ETABLISSEMENT SUPERIEUR A 1000 LITS;;;CHEF DE CENTRE INFORMATIQUE D'UN ETABLISSEMENT SUPERIEUR A 1000 LITS;;;CLASSE 4 STATUT PARTICULIER PAR REF A LA LETTRE MINIST DU 14/03/86
S12850;ATTACHE AU CABINET DU MAIRE (*);;;ATTACHE AU CABINET DU MAIRE (*);;;CHARGE D'ASSURER LES RELATIONS ENTRE L'ADMINISTRATION COMMUNALE ET LES ADMINISTRES , D'ORGANISER LES MANIFESTATIONS PUBLIQUES, SPORTIVES, CEREMONIES, CONGRES ET D'ASSURER LE PROTOCOLE
S12851;PUPITREUR;;;PUPITREUR;;;CLASSE 1 ( PAR REF A LA CIRCULAIRE DU 14/03/86)
S12852;PROGRAMMEUR;;;PROGRAMMEUR;;;CLASSE 1 (REF A LA CIRCULAIRE DU 14/03/86)
S12853;TECHNICIEN EN ORGANISATION;;;TECHNICIEN EN ORGANISATION;;;CLASSE 1 ( REF A LA CIRCULAIRE DU 14/03/86)
S12854;PREPARATEUR;;;PREPARATEUR;;;CLASSE 2 ( REF A LA CIRCULAIRE DU 14/03/86)
S12855;GESTIONNAIRE DE RESEAU;;;GESTIONNAIRE DE RESEAU;;;CLASSE 2 ( REF A LA CIRCULAIRE DU 14/03/86 )
S12856;CHEF DE SALLE;;;CHEF DE SALLE;;;CLASSE 2 (REF A LA CIRCULAIRE DU 14/03/86)
S12857;ANALYSTE PROGRAMMEUR;;;ANALYSTE PROGRAMMEUR;;;CLASSE 2 ( REF A LA CIRCULAIRE DU 14/03/86)
S12858;TECHNICIEN SUPERIEUR EN ORGANISATION;;;TECHNICIEN SUPERIEUR EN ORGANISATION;;;CLASSE 2 (REF A LA CIRCULAIRE DU 14/03/86 )
S12859;TECHNICIEN DE MAINTENANCE;;;TECHNICIEN DE MAINTENANCE;;;CLASSE 2 ( REF A LA CIRCULAIRE DU 14/03/86)
S12860;CHEF D'EXPLOITATION;;;CHEF D'EXPLOITATION;;;CLASSE 3 ( REF A LA CIRCULAIRE DU 14/03/86 )
S12861;ANALYSTE;;;ANALYSTE;;;CLASSE 3 ( REF A LA CIRCULAIRE DU 14/03/86 )
S12862;INGENIEUR EN ORGANISATION;;;INGENIEUR EN ORGANISATION;;;CLASSE 3 ( REF A LA CIRCULAIRE DU 14/03/86 )
S12863;PROGRAMMEUR SYSTEME;;;PROGRAMMEUR SYSTEME;;;CLASSE 3 ( REF A LA CIRCULAIRE DU 14/03/86 )
S12864;CHEF D'UN CENTRE INFORMATIQUE D'UN ETABLISSEMENT INFERIEUR A 1000 LITS;;;CHEF D'UN CENTRE INFORMATIQUE D'UN ETABLISSEMENT INFERIEUR A 1000 LITS;;;CLASSE 3 ( REF A LA CIRCULAIRE DU 14/03/86 )
S12865;CHEF DE PROJET;;;CHEF DE PROJET;;;CLASSE 4 ( REF A LA CIRCULAIRE DU 14/03/86)
S12866;INGENIEUR SYSTEME;;;INGENIEUR SYSTEME;;;CLASSE 4 ( REF A LA CIRCULAIRE DU 14/03/86 )
S12867;CHEF DU CENTRE INFORMATIQUE D'UN ETABLISSEMENT SUPERIEUR A 1000 LITS;;;CHEF DU CENTRE INFORMATIQUE D'UN ETABLISSEMENT SUPERIEUR A 1000 LITS;;;CLASSE 4 (REF A LA CIRCULAIRE DU 14/03/86 )
S12868;CHEF DE SALLE;;;CHEF DE SALLE;;;CLASSE 2 ( REF A LA CIRCULAIRE DU 14/03/86 )
S12872;DIRECTEUR DE L'ECOLE DE MUSIQUE *;;;DIRECTEUR DE L'ECOLE DE MUSIQUE *;;;LES TACHES QUI INCOMBENT AU DIRECTEUR ACTUEL SE SONT ACCRUES ET NECES- SITENT QU'IL S'Y CONSACRE PLUS LONGUEMENT DE PAR LE FAIT QUE LA MUNICI PALITE ENVISAGE DE CONFIER DES INTERVENTIONS ORIENTEES VERS L'EVEIL MUSICAL DES TOUT JEUNES ENFANTS LA GRILLE EN INDICES BRUTS A ETE CON- VERTIE PAR RAPPORT A UNE GRILLE EN INDICES MAJORES POUR LES 1ERS 5EMES ET 7EMES ECHELONS DEUX VALEURS INDICE BRUT CORRESPONDAIENT A L'INDICE MAJORE PPCA3 A SUIVI LINTERPRETATION DE LA COLLECTIVITE ET A PRIS L'INDICE BRUT INFERIEUR
S12874;COORDONNATEUR CULTUREL;;;COORDONNATEUR CULTUREL;;;OROGANISATION ET COORDINATION DES ACTIVITES DE L'ENSEMBLE DES SERVICES A VOCATION CULTURELLE (BIBLIOTHEQUE, THEATRE, ARCHIVES, DOCUMENTATION)
S12875;RESPONSABLE GENERAL DES SERVICES TECHNIQUES ET DE MAITRISE D'OEUVRE MUNICIPALE;;;RESPONSABLE GENERAL DES SERVICES TECHNIQUES ET DE MAITRISE D'OEUVRE MUNICIPALE;;;CREATION D'UN EMPLOI DONT LE TITULAIRE A LA RESPONSABILITE DU PERSON- NEL, DU MATERIEL, DES VEHICULES, DE LA GESTION DES SERVICES A CARACTE- RE INDUSTRIEL ET COMMERCIAL, ET DE LA MAITRISE D'OEUVRE DANS LES BATI- MENTS COMMUNAUX LE TITULAIRE DE CE POSTE EXERCERA SES FONCTIONS SOUS L'AUTORITE DU SECRETAIRE GENERAL QUI DEMEURERA DONC HIERARCHIQUEMENT LE PRINCIPAL COLLABORATEUR DU MAIRE VEILLANT A L'EXECUTION DE SES DIRECTIVES PAR L'ENSEMBLE DES SERVICES
S12879;PROGRAMMEUR SYSTEME;;;PROGRAMMEUR SYSTEME;;;
S12880;SOUS CHEF D'ATELIER*;;;SOUS CHEF D'ATELIER*;;;LES SOUS CHEFS D'ATELIER CONSTITUENT DES CORPS D'EXTINCTION
S12881;RESPONSABLE DU SERVICE D'INFORMATION DES PERSONNES AGEES*;;;RESPONSABLE DU SERVICE D'INFORMATION DES PERSONNES AGEES*;;;TRANSFORMATION DU POSTE DE RESPONSABLE DU SERVICE D'INFORMATION DES PERSONNES AGEES (SIDPA) ET APPLICATION DE L'ECHELLE INDICIAIRE ET DE LA CADENCE D'AVANCEMENT DEFINIES PAGE 75 DU RAPPORT
S12882;DIRECTEUR DE L'ETABLISSEMENT DEPARTEMENTAL DU BIGARD;;;DIRECTEUR DE L'ETABLISSEMENT DEPARTEMENTAL DU BIGARD;;;
S12883;ATTACHE D'ADMINISTRATION;;;ATTACHE;;;DT: 95-1020 DU 15/09/95, ARRETE DU 15/09/95 ILS PARTICIPENT SOUS L'AUTORITE DES ADMINISTRATEURS A LA MISE EN OEUVRE DES DIRECTIVES GENERALES DU MAIRE DE PARIS ILS PEUVENT ETRE CHARGES DE TACHES D'ENCADREMENT
S12884;GERANT DE COLONIE AU CENTRE DE VACANCES DE NANTEUIL LE HAUDOIN;;;GERANT DE COLONIE AU CENTRE DE VACANCES DE NANTEUIL LE HAUDOIN;;;IL CONTROLE LES TRAVAUX ET LES ATTACHEMENTS,IL EST RESPONSABLE DES RELATIONS AVEC LES ENTREPRENEURS ET LES FOURNISSEURS, DE L'ECONOMAT DE LA COLONIE , DE LA DIRECTION DU PERSONNEL OUVRIER ET DU SERVICE DE LA COLONIE
S12888;MONITEUR D'EDUCATION MUSICALE*;;;MONITEUR D'EDUCATION MUSICALE*;;;CREATION DE POSTE DE MONITEUR D'EDUCATION MUSICALE REFERENCE A L'ECHELLE INDICIAIRE BRUTE DES MONITEURS D'EDUCATION PHYSIQUE DE 2EME CATEGORIE (N00746)
S12889;REGISSEUR DES BATIMENTS DEPARTEMENTAUX (*);;;REGISSEUR DES BATIMENTS DEPARTEMENTAUX (*);;;EMPLOI NON ASSIMILABLE CAR IL EXISTE TOUJOURS DES AGENTS EN ACTIVITE SUR CET EMPLOI AU 1/9/95
S12892;DIRECTEUR DES INSTALLATIONS SPORTIVES;;;EDUCATEUR PRINCIPAL DES ACTIVITES PHYSIQUES ET SPORTIVES DE PREMIERE CLASSE (TROISIEME GRADE);Educateur principal de 1ère classe;TSE3;FONCTIONNAIRE PLACE A LA TETE DES INSTALLATIONS SPORTIVES POUR ASSURER L'ORGANISATION ET LE FONCTIONNEMENT DU SERVICE, VEILLER AU RESPECT DES PRESCRIPTIONS D'HYGIENE ET DE SECURITE ET AYANT AUTORITE SUR L'ENSEM- BLE DU PERSONNEL MIS A SA DISPOSITION REMUNERATION SUR GRILLE INDICIAIRE APPLICABLE AUX CHEFS DE BUREAU (N00022)
S12894;PUERICULTRICE TROISIEME NIVEAU;;;PUERICULTRICE TROISIEME NIVEAU;;;3EME NIVEAU ACCORDE AUX PERSONNELS EXERCANT DES TACHES D'INFORMATION ET D'ENCADREMENT TECHNIQUE DES PUERICULTRICES DES SECTEURS ET DES ETABLISSEMENTS COMPRIS, SELON LEUR IMPORTANCE, DANS UNE OU PLUSIEURS CIRCONSCRIPTIONS D'ACTION SANITAIRE ET SOCIALE
S12895;SECRETAIRE CHARGE DE LA COORDINATION DES SERVICES COMPTABLES;;;REDACTEUR (PREMIER GRADE);Rédacteur;TAR1;
S12896;BRIGADIER DES MARCHES,JARDINS OU CIMETIERES;;;BRIGADIER DES MARCHES,JARDINS OU CIMETIERES;;;
S12897;BRIGADIER SURVEILLANCE MUNICIPALE;;;BRIGADIER SURVEILLANCE MUNICIPALE;;;
S12900;HOTESSE D'ACCUEIL*;;;HOTESSE D'ACCUEIL*;;;CET EMPLOI EST REVALORISE JUSQU'EN 1994 A TITRE EXCEPTIONNEL DU FAIT QUE LA MAJORITE DES RETRAITES SUR CET EMPLOI AVAIT LEUR PENSION REMUNEREE SUR LE MONTANT MINIMUM GARANTI
S12901;ANIMATEUR;;;ANIMATEUR;;;AMELIORATION DU FONCTIONNEMENT ADMINISTRATIF/ ENVISAGER UNE CERTAINE ANIMATION DES LOISIRS DES CONVALESCENTS CE QUI DEVRAIT AMELIORER LEUR SEJOUR
S12902;TECHNICIEN*;;;TECHNICIEN*;;;GRILLE DE L'EMPLOI REFERENCEE A CELLE DE CHEF DE SECTION SERVICES TECHNIQUES DE VILLES DE + DE 40 000 HABITANTS (N00110)
S12905;PUPITREUR;;;PUPITREUR;;;FAIT REFERENCE A LA LETTRE CIRCULAIRE DU 14 MARS 1986 DU MINISTERE DES AFFAIRES SOCIALES /CLASSE 1 IL ASSURE LA MISE EN ROUTE ET LA SURVEILLANCE DES ORDINATEURS IL DETECTE ET INTERPRETE LES HALTES ET LES INCIDENTS TECHNIQUES ET Y REMEDIE IL EFFECTUE LES MANIPULATIONS NECESSAIRES AU FONCTIONNEMENT DE L'ENSEMBLE : CHARGEMENT, REGLAGE, POSITIONNEMENT DES BANDES ET DES DISQUES
S12906;SURVEILLANT GENERAL ADJOINT DE L'ECOLE DE MUSIQUE;;;SURVEILLANT GENERAL ADJOINT DE L'ECOLE DE MUSIQUE;;;
S12907;INFIRMIER*;;;INFIRMIER*;;;EMPLOI EN EXTINCTION SANS ASSIMILATION POSSIBLE L'AGENT NE POSSEDE PAS LES DIPLOMES POUR ETRE INTEGRE
S12908;DIRECTEUR DU CENTRE COMMUNAL D'ACTION SOCIALE;;;DIRECTEUR DU CENTRE COMMUNAL D'ACTION SOCIALE;;;EMPLOI EN EXTINCTION SANS ASSIMILATION POSSIBLE CAR AGENT RADIE DES CADRES EN 1995 SUR EMPLOI SPECIFIQUE
S12910;AGENT D'ANIMATION;;;AGENT D'ANIMATION;;;PERSONNEL CAPABLE D'ACCUEILLIR LES ENFANTS,DE LES PRENDRE EN CHARGE, DE METTRE EN PLACE LES PROGRAMMES D'ANIMATIONS ET D'ASSURER L'ENTRE- TIEN ET LA DECORATION DES LOCAUX
S12911;AGENT D'ANIMATION QUALIFIE;;;AGENT D'ANIMATION QUALIFIE;;;PERSONNEL CAPABLE D'ACCUEILLIR LES ENFANTS,DE LES PRENDRE EN CHARGE , DE METTRE EN PLACE LES PROGRAMMES D'ANIMATION ET D'ASSURER L'ENTRETIEN ET LA DECORATION DES LOCAUX
S12912;PUPITREUR CLASSE 2;;;PUPITREUR CLASSE 2;;;PAR DEROGATION CET EMPLOI DE CLASSE 1 BENEFICIE DE LA CLASSE 2 ( C F DELIBERATION 1ER MARS 1995 )
S12913;AGENT DES SERVICES HOSPITALIERS;;;AGENT DES SERVICES HOSPITALIERS;;;IDENTIQUE AU GRADE 0553 DES HOSPITALIERS (A S H) REF AU LIVRE IX DU CODE DE LA SANTE PUBLIQUE
S12914;INFIRMIER CHEF DE SERVICE*;;;INFIRMIER CHEF DE SERVICE*;;;EMPLOI CREE DANS LE CADRE DE L'ACTION GERONTOLOGIQUE POUR PERMETTRE LE MAINTIEN DES RESIDANTS DANS LES LIEUX MEMES OU ILS SONT DEVENUS DEPENDANTS PERMETTRE DE SATISFAIRE LES DEMANDES EN ATTENTE ASSURER L'ENCADREMENT DE L'ENSEMBLE DES INFIRMIERES
S12915;CHEF D'EXPLOITATION*;;;CHEF D'EXPLOITATION*;;;
S12917;DIRECTEUR DE PISCINE*;;;DIRECTEUR DE PISCINE*;;;
S12924;DIRECTEUR ADJOINT DU CENTRE COMMUNAL D'ACTION SOCIALE;;;DIRECTEUR ADJOINT DU CENTRE COMMUNAL D'ACTION SOCIALE;;;EN EXTINCTION SANS RECLASSEMENT/EMPLOI NON ASSIMILABLE CAR AGENT EN ACTIVITE SUR CET EMPLOI SPECIFIQUE BIEN AU-DELA DE LA PARUTION DE LA FILIERE ADMINISTRATIVE (JANVIER 1988)
S12925;TECHNICIEN EN CIRCULATION EXTRA CORPORELLE*;;;TECHNICIEN EN CIRCULATION EXTRA CORPORELLE*;;;AGENTS CHARGES DE FAIRE FONCTIONNER LE MATERIEL UTILISE POUR DERIVER DE FACON TEMPORAIRE LA CIRCULATION SANGUINE PENDANT LE TEMPS DE COR- -RECTION INTER CARDIAQUE EMPLOI REMUNERE SUR LA GRILLE DE L'EMPLOI D'INFIRMIER AUTORISE N00728
S12926;DIRECTEUR-ECONOME DU FOYER LOGEMENT*;;;DIRECTEUR-ECONOME DU FOYER LOGEMENT*;;;BIEN QU'IL EXISTE UN EMPLOI SPECIFIQUE DE DIRECTEUR-ECONOME DANS LA COLLECTIVITE (S01255) NECESSITE DE CREER UN NOUVEL EMPLOI SPECIFIQUE AVEC LA MEME DENOMINATION MAIS DOTE D'UNE NOUVELLE GRILLE INDICIAIRE (SUITE DEPART A LA RETRAITE DE L'ANCIEN DIRECTEUR, RECRUTEMENT D'UN NOUVEAU DIRECTEUR QUI NE BENEFICIE PAS DES GRILLES INDICIAIRES DE SON PREDECESSEUR)
S12927;OPERATEUR DE SAISIE;;;OPERATEUR DE SAISIE;;;A LA CREATION ,PRESENCE D'UN ECHELON E2 INDICE BRUT 365 ,DELIBERATION DU 24 MARS 1969 EMPLOI REFERENCE SUR LA GRILLE DE L'AGENT PRINCIPAL (N00359)G06510 PUIS MAITRE OUVRIER (N00466)G06510 DELIBERATION DU 29 OCTOBRE 1979 PUIS E05510 SON ACTIVITE S'EFFECTUE SOUS LA RESPONSABILITE DU PUPITREUR IL ASSURE LES MANIPULATIONS , LES REGLAGES ET LA SURVEILLANCE DES ELEMENTS PERI- PHERIQUES
S12928;DIRECTEUR-ADJOINT DES SERVICES TECHNIQUES MUNICIPAUX*;;;DIRECTEUR-ADJOINT DES SERVICES TECHNIQUES MUNICIPAUX*;;;AGENT PLACE SOUS L'AUTORITE HIERARCHIQUE DU DIRECTEUR DES SERVICES TECHNIQUES, CHARGE PRINCIPALEMENT DE LA COORDINATION ET DU CONTROLE DES ACTIVITES DES SERVICES TECHNIQUES ET SUSCEPTIBLE DE SECONDER ET SUPLEER SI NECESSAIRE LE DIRECTEUR DANS SES MISSIONS
S12929;RESPONSABLE DU SECTEUR LOISIRS JEUNES;;;RESPONSABLE DU SECTEUR LOISIRS JEUNES;;;ASSURER L'ACCUEIL DES ENFANTS ET LEUR ENCADREMENT CONFORMEMENT A LA REGLEMENTATION EN VIGUEUR/PARTICIPATION A L'ELABORATION DU PROJET EDUCATIF ET CHARGE DE MISE EN OEUVRE/ASSURER L'ENCADREMENT DES ANIMA- TEURS AINSI QUE LES TACHES ADMINISTRATIVES ET DE GESTION LIEES A LEURS FONCTIONS
S12930;DIRECTEUR DE CENTRE DE LOISIRS;;;DIRECTEUR DE CENTRE DE LOISIRS;;;CHARGE DE L'ORGANISATION GENERALE DU CENTRE DE LOISIRS/IL DOIT ASSURER L'ACCUEIL DES ENFANTS ET LEUR ENCADREMENT CONFORMEMENT A LA REGLEMEN- TATION EN VIGUEUR/IL PARTICIPE A L'ELABORATION DU PROJET EDUCATIF ET IL EST CHARGE DE SA MISE EN OEUVRE/IL ASSURE L'ENCADREMENT DES ANIMA- TEURS AINSI QUE LES TACHES ADMINISTRATIVES ET DE GESTION LIEES A SES FONCTIONS
S12931;HOTESSE D'ACCUEIL;;;ADJOINT ADMINISTRATIF PRINCIPAL DE DEUXIEME CLASSE (ECH 5/ECH C2);Adjoint administratif principal de 2ème classe;TAJ3;EMPLOI REFERENCE AU N00042 COMMIS
S12932;DIRECTEUR DU BUREAU D'AIDE SOCIALE*;;;DIRECTEUR DU BUREAU D'AIDE SOCIALE*;;;
S12935;CHEF DE SERVICE GARAGE ET ATELIER MECANIQUE*;;;CHEF DE SERVICE GARAGE ET ATELIER MECANIQUE*;;;
S12937;TECHNICIEN D'AGRICULTURE;;;TECHNICIEN D'AGRICULTURE;;;
S12966;PUPITREUR;;;PUPITREUR;;;
S12972;COORDONNATEUR DES AFFAIRES SOCIALES (*);;;COORDONNATEUR DES AFFAIRES SOCIALES (*);;;COMPTE TENU DU NOMBRE CROISSANT DE STAGES DE REINSERTION, DE LA CREATION DU R M I DE LA COMPLEXITE CROISSANTE DES AFFAIRES SOCIALES ET SACHANT QUE LE BAS N'A AUCUN EMPLOI D'ENCADREMENT, CREATION D'UN POSTE DE COORDONNATEUR DES AFFAIRES SOCIALES
S12977;DIRECTEUR ADJOINT DU CENTRE COMMUNAL D'ACTION SOCIALE;;;DIRECTEUR ADJOINT DU CENTRE COMMUNAL D'ACTION SOCIALE;;;
S12981;GESTIONNAIRE D'APPLICATION ET D'EQUIPEMENT;;;GESTIONNAIRE D'APPLICATION ET D'EQUIPEMENT;;;DELIBERATION 95-19 FAISANT REFERENCE A LA CIRCULAIRE INTERMINISTE- RIELLE DU 14 MARS 1986 SUR LE RECRUTEMENT ET L'EMPLOI DES PROFESSION- NELS DE L'INFORMATIQUE ET DE L'ORGANISATION LE GESTIONNAIRE D'APPLI- CATION DES TACHES D'EXPLOITATION, LA MAINTENANCE DE PREMIER NIVEAU DES PERIPHERIQUES ET TOUTES AUTRES TACHES PARTICULIERES A L'APPRECIATION DU CHEF DE SALLE
S12984;PROFESSEUR DE DESSIN*;;;PROFESSEUR DE DESSIN*;;;
S12988;RESPONSABLE DE LA POLICE MUNICIPALE;;;RESPONSABLE DE LA POLICE MUNICIPALE;;;ECHELLE INDICIAIRE ET DUREE DE CARRIERE DE REDACTEUR DE VILLES DE PLUS DE 2000 HABITANTS (N00029) EMPLOI NON ASSIMILABLE ET GELE COMPTE TENU DE L'APPARITION DE LA FILIERE DE LA POLICE MUNICIPALE EN AOUT 1994
S12989;GARDIEN DE GYMNASE;;;GARDIEN DE GYMNASE;;;AGENT CHARGE DE MAINTENIR LES STRUCTURES DU GYMNASE DU CEC LES CAMPA- LIERES EN L'ETAT EN SURVEILLANT L'ACCES AUX SALLES AINSI QUE LA SECURI TE DE L'ENSEMBLE
S12991;DIRECTEUR DE CCAS D'UNE COMMUNE DE MOINS DE 10 000 HABITANTS *;;;DIRECTEUR DE CCAS D'UNE COMMUNE DE MOINS DE 10 000 HABITANTS *;;;AGENT CHARGE DE LA GESTION ET DE LA TENUE DU FICHIER DES PERSONNES AGEES DU CCAS AINSI QUE DE L'ORGANISATION DE VOYAGES ET DIVERSES ANIMATIONS EMPLOI CLASSE EN EXTINCTION CAR AU MOINS UN AGENT RADIE SUR CET EMPLOI LE 1ER DECEMBRE 1995
S12992;TECHNICIEN EN INFORMATIQUE;;;TECHNICIEN EN INFORMATIQUE;;;EMPLOI CREE SUITE A L'ADOPTION D'UN NOUVEAU STATUT EN VIGUEUR A PARTIR DU 1ER JANVIER 1992 AGENT POUVANT EXERCER L'UNE DES 7 FONCTIONS SUIVANTES : ANALYSTE-PRO- GRAMMEUR , PROGRAMMEUR SYSTEME , GESTIONNAIRE DE RESEAU , TECHNICIEN EN EXPLOITATION , TECHNICIEN EN DIFFUSION ET ASSISTANCE , TECHNICIEN EN SECURITE INFORMATIQUE OU CHEF PUPITREUR LA GRILLE INDICIAIRE DU 1ER AOUT 1993 EST ACCESSIBLE AUX RETRAITES POS TERIEUREMENT A CETTE DATE SOUS RESERVE DES CONDITIONS D'ANCIENNETE
S12994;SECRETAIRE ADMINIST CLASSE NORMALE (PREMIER GRADE);;;SECRETAIRE ADMINIST CLASSE NORMALE (PREMIER GRADE);;;DELIBERATION DU CENTRE D'ACTION SOCIALE DE LA VILLE DE PARIS/SEANCE DU 16 OCTOBRE 1995 RECLASSEMENT PRÉVU PAR LES DÉLIBÉRATIONS : 029 -4, 3 ET 2 DU 30/03/11 CONFORMÉMENT AUX DÉLIBÉRATIONS : 2011 -16 ET 17 DES 28,29 ET 30/03/11 DES ADMINISTRATIONS PARISIENNES (VILLE DE PARIS)
S12995;SECRETAIRE ADMINIST CLASSE SUPERIEURE (DEUXIEME GRADE);;;SECRETAIRE ADMINIST CLASSE SUPERIEURE (DEUXIEME GRADE);;;VOIR DELIBERATION DU CENTRE D'ACTION SOCIALE DE LA VILLE DE PARIS SEANCE DU 16/10/95 RECLASSEMENT PRÉVU PAR LES DÉLIBÉRATIONS : 029 -4, 3 ET 2 DU 30/03/11 CONFORMÉMENT AUX DÉLIBÉRATIONS : 2011 -16 ET 17 DES 28,29 ET 30/03/11 DES ADMINISTRATIONS PARISIENNES (VILLE DE PARIS)
S12998;DIRECTEUR COORDINATEUR DE RESIDENCE POUR PERSONNES AGEES*;;;DIRECTEUR COORDINATEUR DE RESIDENCE POUR PERSONNES AGEES*;;;"AGENT CHARGE D'ASSURER LA DIRECTION DES RESIDENCES POUR PERSONNES AGEES ""CONDAT"" ET ""DANGIEN""ET DE CONTROLER LE SERVICE DE DISTRIBUTION DES REPAS A DOMICILE EMPLOI CLASSE EN EXTINCTION CAR UN AGENT RADIE LE 31 JANVIER 1996 SUR CE POSTE"
S12999;SECRETAIRE ADMINIST CLASSE EXCEPTIONNELLE (TROISIEME GRADE);;;SECRETAIRE ADMINIST CLASSE EXCEPTIONNELLE (TROISIEME GRADE);;;VOIR DELIBERATION DU CENTRE D'ACTION SOCIALE DE LA VILLE DE PARIS SEANCE DU 16/10/95 RECLASSEMENT PRÉVU PAR LES DÉLIBÉRATIONS : 029 -4, 3 ET 2 DU 30/03/11 CONFORMÉMENT AUX DÉLIBÉRATIONS : 2011 -16 ET 17 DES 28,29 ET 30/03/11 DES ADMINISTRATIONS PARISIENNES (VILLE DE PARIS)
S13000;CONSEILLER SOCIAL DE CLASSE NORMALE;;;CONSEILLER SOCIAL DE CLASSE NORMALE;;;DELIB: 1995 GM 376 -1,2 ET 3 DU 20/11/95
S13001;CONSEILLER SOCIAL DE CLASSE SUPERIEURE;;;CONSEILLER SOCIAL DE CLASSE SUPERIEURE;;;DELIB : 1995 GM 376 -1,2 ET 3 DU 20/11/95
S13002;CONSEILLER SOCIAL DE CLASSE EXCEPTIONNELLE;;;CONSEILLER SOCIAL DE CLASSE EXCEPTIONNELLE;;;DELIB: 1995 GM 376 - 1,2 ET 3 DU 20/11/1995
S13003;GARDIEN D'ESPACES VERTS;;;GARDIEN D'ESPACES VERTS;;;EMPLOI CREE LE 24 MARS 1982 SOUS LE LIBELLE DE GARDE URBAIN APPELATION MODIFIE PAR DELIBERATION DU 5 NOVEMBRE 1984 AGENT CHARGE DE LA SURVEILLANCE DES ESPACES VERTS DU DOMAINE PUBLIC COMMUNAL EMPLOI RELEVANT DE LA FILIERE POLICE
S13004;SECRETAIRE MEDICAL ET SOCIAL DE CLASSE EXCEPTIONNELLE (TROISIEME GARDE);;;SECRETAIRE MEDICAL ET SOCIAL DE CLASSE EXCEPTIONNELLE (TROISIEME GARDE);;;DELIB : 1995 GM 380 -1,2 ET 3 DU 20/11/95 DÉLIB 2006 DRH 24-25 DU 11/12/06 CF ART 57 LOI 2007-148 DU 2/2/07 RECLASSEMENT PRÉVU PAR DÉLIBÉRATIONS : 2011 DRH 6G DE 28 ET 29 MARS 2011 ET DÉLIBÉRATIONS 2011 DRH 16-17 DES 28, 29 ET 30/03/11 DES ADMINISTRATIONS PARISIENNES (VILLE DE PARIS) AUCUN CHANGEMENT AU 1/02/2014 ET 1/01/2015,DELIBERATION 2013 DRH 101 DES 16,17,18 DECEMBRE 2013.2015 DRH 69 DES 28, 29, 30 SEPTEMBRE ET DU 1ER OCTOBRE 2015 MODIFIES PAR 2021 DRH 3 DES 2,3 ET 4 FÉVRIER 2021. REVALO PAR DÉLIB 2016 DRH 48 ET 49 DES 13,14 ET 15/06/16, LE 01/01/16, LE 01/01/17 (AVEC RECLASSEMENT)ET LE 01/01/18 ET PAR DÉCRET N° 2016-601 DU 12 MAI 2016..REPORT AU 01/01/19 DE LA DATE D'EFFET DE LA REVALORISATION DU 01/01/18 PAR DÉLIBÉRATIONS 2017 DRH 84 ET 86 DES 11, 12 ET 13/12/2017.
S13005;ATTACHE DES SERVICES;;;ATTACHE;;;DELIBERATION 1995-D-1505-1/SEANCE DU 20 NOVEMBRE 1995
S13006;ATTACHE DES SERVICES;;;ATTACHE;;;DELIB :1995 GM :372 - 1,2 ET 3 DU 20//11/95
